,Cat,Dog,Intact Female,Intact Male,Neutered Male,Spayed Female,OutcomeType_label
98,1.0,0.0,0.0,1.0,0.0,0.0,4
99,0.0,1.0,0.0,0.0,1.0,0.0,0
100,0.0,1.0,0.0,0.0,1.0,0.0,0
101,0.0,1.0,0.0,0.0,1.0,0.0,4
102,1.0,0.0,1.0,0.0,0.0,0.0,4
103,1.0,0.0,0.0,0.0,0.0,0.0,4
104,1.0,0.0,0.0,0.0,0.0,1.0,4
105,0.0,1.0,0.0,0.0,1.0,0.0,3
106,1.0,0.0,0.0,0.0,1.0,0.0,0
107,0.0,1.0,0.0,0.0,0.0,1.0,3
108,0.0,1.0,0.0,0.0,1.0,0.0,0
109,0.0,1.0,0.0,0.0,1.0,0.0,3
110,0.0,1.0,0.0,0.0,1.0,0.0,3
111,0.0,1.0,0.0,0.0,1.0,0.0,2
112,0.0,1.0,0.0,0.0,0.0,1.0,0
113,1.0,0.0,0.0,1.0,0.0,0.0,4
114,0.0,1.0,0.0,1.0,0.0,0.0,4
115,1.0,0.0,0.0,1.0,0.0,0.0,2
116,0.0,1.0,0.0,0.0,0.0,1.0,0
117,0.0,1.0,0.0,1.0,0.0,0.0,4
118,1.0,0.0,1.0,0.0,0.0,0.0,4
119,0.0,1.0,0.0,0.0,0.0,1.0,3
120,0.0,1.0,0.0,0.0,1.0,0.0,3
121,0.0,1.0,0.0,0.0,1.0,0.0,0
122,0.0,1.0,0.0,0.0,0.0,1.0,0
123,1.0,0.0,1.0,0.0,0.0,0.0,2
124,1.0,0.0,1.0,0.0,0.0,0.0,0
125,0.0,1.0,0.0,0.0,1.0,0.0,0
126,0.0,1.0,0.0,0.0,1.0,0.0,0
127,1.0,0.0,0.0,1.0,0.0,0.0,4
128,0.0,1.0,0.0,0.0,1.0,0.0,3
129,0.0,1.0,0.0,0.0,0.0,1.0,3
130,0.0,1.0,0.0,0.0,0.0,1.0,0
131,1.0,0.0,0.0,0.0,0.0,1.0,3
132,0.0,1.0,0.0,0.0,0.0,1.0,0
133,0.0,1.0,0.0,0.0,0.0,1.0,4
134,0.0,1.0,0.0,0.0,0.0,1.0,3
135,1.0,0.0,0.0,0.0,1.0,0.0,4
136,0.0,1.0,0.0,0.0,0.0,1.0,3
137,1.0,0.0,1.0,0.0,0.0,0.0,4
138,1.0,0.0,0.0,0.0,0.0,0.0,4
139,0.0,1.0,0.0,0.0,0.0,1.0,0
140,1.0,0.0,0.0,0.0,1.0,0.0,0
141,1.0,0.0,0.0,0.0,1.0,0.0,0
142,1.0,0.0,0.0,0.0,0.0,1.0,4
143,1.0,0.0,0.0,0.0,0.0,1.0,0
144,0.0,1.0,0.0,0.0,1.0,0.0,0
145,1.0,0.0,0.0,0.0,0.0,1.0,0
146,0.0,1.0,0.0,0.0,0.0,1.0,0
147,0.0,1.0,1.0,0.0,0.0,0.0,4
148,1.0,0.0,0.0,0.0,0.0,1.0,0
149,1.0,0.0,0.0,1.0,0.0,0.0,4
150,1.0,0.0,0.0,0.0,1.0,0.0,0
151,0.0,1.0,0.0,0.0,0.0,1.0,0
152,0.0,1.0,0.0,0.0,1.0,0.0,4
153,0.0,1.0,0.0,0.0,0.0,1.0,3
154,0.0,1.0,0.0,0.0,1.0,0.0,4
155,0.0,1.0,0.0,0.0,1.0,0.0,0
156,1.0,0.0,0.0,0.0,0.0,1.0,0
157,0.0,1.0,1.0,0.0,0.0,0.0,4
158,1.0,0.0,1.0,0.0,0.0,0.0,4
159,1.0,0.0,0.0,0.0,1.0,0.0,0
160,0.0,1.0,0.0,0.0,1.0,0.0,4
161,1.0,0.0,0.0,0.0,1.0,0.0,0
162,1.0,0.0,1.0,0.0,0.0,0.0,4
163,0.0,1.0,0.0,0.0,1.0,0.0,0
164,0.0,1.0,1.0,0.0,0.0,0.0,0
165,0.0,1.0,0.0,0.0,0.0,1.0,3
166,1.0,0.0,0.0,0.0,1.0,0.0,0
167,1.0,0.0,0.0,0.0,0.0,1.0,0
168,0.0,1.0,0.0,0.0,0.0,1.0,3
169,1.0,0.0,0.0,1.0,0.0,0.0,4
170,1.0,0.0,0.0,1.0,0.0,0.0,4
171,0.0,1.0,0.0,0.0,0.0,1.0,0
172,0.0,1.0,0.0,0.0,1.0,0.0,0
173,1.0,0.0,0.0,0.0,0.0,1.0,4
174,0.0,1.0,0.0,0.0,1.0,0.0,0
175,1.0,0.0,0.0,0.0,1.0,0.0,4
176,1.0,0.0,1.0,0.0,0.0,0.0,0
177,0.0,1.0,0.0,0.0,0.0,1.0,0
178,0.0,1.0,0.0,0.0,0.0,1.0,3
179,1.0,0.0,0.0,1.0,0.0,0.0,4
180,0.0,1.0,0.0,0.0,1.0,0.0,3
181,0.0,1.0,0.0,0.0,0.0,1.0,4
182,0.0,1.0,0.0,0.0,0.0,1.0,3
183,0.0,1.0,0.0,0.0,1.0,0.0,3
184,1.0,0.0,1.0,0.0,0.0,0.0,4
185,1.0,0.0,1.0,0.0,0.0,0.0,4
186,0.0,1.0,0.0,0.0,0.0,1.0,0
187,1.0,0.0,0.0,1.0,0.0,0.0,4
188,0.0,1.0,0.0,0.0,0.0,1.0,4
189,1.0,0.0,0.0,0.0,0.0,1.0,0
190,0.0,1.0,0.0,0.0,0.0,1.0,4
191,0.0,1.0,0.0,0.0,0.0,1.0,0
192,0.0,1.0,0.0,0.0,0.0,1.0,0
193,1.0,0.0,0.0,0.0,0.0,1.0,0
194,0.0,1.0,0.0,0.0,0.0,1.0,0
195,1.0,0.0,0.0,0.0,1.0,0.0,4
196,0.0,1.0,0.0,0.0,1.0,0.0,0
197,0.0,1.0,0.0,0.0,1.0,0.0,0
198,0.0,1.0,0.0,0.0,1.0,0.0,0
199,0.0,1.0,0.0,1.0,0.0,0.0,3
200,1.0,0.0,0.0,0.0,0.0,0.0,4
201,0.0,1.0,0.0,0.0,1.0,0.0,3
202,0.0,1.0,0.0,0.0,0.0,1.0,0
203,1.0,0.0,0.0,0.0,1.0,0.0,2
204,0.0,1.0,0.0,0.0,0.0,1.0,0
205,0.0,1.0,0.0,0.0,1.0,0.0,0
206,1.0,0.0,0.0,0.0,1.0,0.0,0
207,0.0,1.0,0.0,0.0,0.0,1.0,3
208,1.0,0.0,0.0,0.0,1.0,0.0,4
209,1.0,0.0,1.0,0.0,0.0,0.0,4
210,0.0,1.0,1.0,0.0,0.0,0.0,4
211,0.0,1.0,0.0,0.0,1.0,0.0,0
212,0.0,1.0,0.0,0.0,1.0,0.0,0
213,0.0,1.0,0.0,0.0,0.0,1.0,0
214,0.0,1.0,0.0,1.0,0.0,0.0,3
215,0.0,1.0,0.0,0.0,0.0,1.0,0
216,1.0,0.0,1.0,0.0,0.0,0.0,4
217,0.0,1.0,0.0,0.0,0.0,1.0,4
218,1.0,0.0,0.0,1.0,0.0,0.0,4
219,1.0,0.0,0.0,1.0,0.0,0.0,4
220,0.0,1.0,0.0,0.0,1.0,0.0,4
221,1.0,0.0,0.0,1.0,0.0,0.0,4
222,1.0,0.0,0.0,1.0,0.0,0.0,0
223,0.0,1.0,0.0,0.0,0.0,1.0,4
224,0.0,1.0,0.0,0.0,0.0,1.0,0
225,0.0,1.0,0.0,0.0,0.0,1.0,0
226,0.0,1.0,0.0,0.0,0.0,1.0,0
227,0.0,1.0,0.0,0.0,1.0,0.0,2
228,1.0,0.0,0.0,0.0,0.0,1.0,3
229,0.0,1.0,0.0,0.0,0.0,1.0,4
230,0.0,1.0,0.0,1.0,0.0,0.0,3
231,0.0,1.0,0.0,0.0,1.0,0.0,3
232,0.0,1.0,0.0,0.0,1.0,0.0,3
233,1.0,0.0,1.0,0.0,0.0,0.0,4
234,1.0,0.0,0.0,0.0,0.0,1.0,0
235,1.0,0.0,0.0,0.0,1.0,0.0,0
236,0.0,1.0,0.0,0.0,0.0,1.0,3
237,1.0,0.0,0.0,0.0,1.0,0.0,0
238,0.0,1.0,0.0,0.0,0.0,1.0,3
239,1.0,0.0,0.0,1.0,0.0,0.0,4
240,0.0,1.0,0.0,0.0,0.0,1.0,0
241,1.0,0.0,0.0,0.0,1.0,0.0,0
242,1.0,0.0,0.0,0.0,0.0,1.0,0
243,0.0,1.0,0.0,0.0,1.0,0.0,0
244,1.0,0.0,1.0,0.0,0.0,0.0,4
245,0.0,1.0,0.0,0.0,0.0,1.0,0
246,1.0,0.0,0.0,1.0,0.0,0.0,2
247,0.0,1.0,0.0,0.0,0.0,1.0,3
248,0.0,1.0,1.0,0.0,0.0,0.0,3
249,0.0,1.0,0.0,0.0,1.0,0.0,4
250,0.0,1.0,0.0,0.0,1.0,0.0,3
251,0.0,1.0,0.0,0.0,0.0,1.0,4
252,0.0,1.0,0.0,0.0,1.0,0.0,0
253,1.0,0.0,0.0,0.0,1.0,0.0,4
254,0.0,1.0,0.0,0.0,1.0,0.0,0
255,1.0,0.0,0.0,0.0,1.0,0.0,0
256,1.0,0.0,1.0,0.0,0.0,0.0,4
257,0.0,1.0,0.0,0.0,0.0,1.0,4
258,0.0,1.0,0.0,0.0,0.0,1.0,0
259,0.0,1.0,0.0,0.0,0.0,1.0,0
260,0.0,1.0,0.0,0.0,0.0,1.0,4
261,1.0,0.0,0.0,0.0,1.0,0.0,0
262,0.0,1.0,0.0,0.0,0.0,1.0,0
263,1.0,0.0,0.0,0.0,0.0,1.0,0
264,0.0,1.0,0.0,0.0,0.0,1.0,3
265,0.0,1.0,0.0,0.0,1.0,0.0,0
266,0.0,1.0,0.0,0.0,1.0,0.0,4
267,0.0,1.0,0.0,0.0,0.0,1.0,3
268,1.0,0.0,0.0,0.0,0.0,0.0,4
269,0.0,1.0,0.0,0.0,0.0,1.0,2
270,0.0,1.0,0.0,0.0,1.0,0.0,0
271,0.0,1.0,0.0,0.0,1.0,0.0,0
272,1.0,0.0,1.0,0.0,0.0,0.0,4
273,1.0,0.0,1.0,0.0,0.0,0.0,4
274,0.0,1.0,0.0,0.0,1.0,0.0,3
275,0.0,1.0,0.0,0.0,0.0,1.0,3
276,0.0,1.0,0.0,0.0,1.0,0.0,0
277,1.0,0.0,1.0,0.0,0.0,0.0,4
278,0.0,1.0,0.0,0.0,1.0,0.0,0
279,1.0,0.0,1.0,0.0,0.0,0.0,4
280,1.0,0.0,0.0,0.0,0.0,0.0,4
281,1.0,0.0,0.0,0.0,0.0,1.0,4
282,0.0,1.0,0.0,0.0,0.0,1.0,0
283,0.0,1.0,0.0,1.0,0.0,0.0,4
284,1.0,0.0,0.0,0.0,0.0,1.0,0
285,1.0,0.0,0.0,0.0,1.0,0.0,3
286,0.0,1.0,0.0,1.0,0.0,0.0,3
287,0.0,1.0,0.0,0.0,1.0,0.0,3
288,0.0,1.0,0.0,0.0,1.0,0.0,0
289,0.0,1.0,0.0,0.0,0.0,1.0,4
290,0.0,1.0,0.0,0.0,1.0,0.0,0
291,0.0,1.0,0.0,0.0,1.0,0.0,0
292,1.0,0.0,1.0,0.0,0.0,0.0,4
293,0.0,1.0,0.0,0.0,1.0,0.0,0
294,1.0,0.0,1.0,0.0,0.0,0.0,2
295,0.0,1.0,0.0,0.0,1.0,0.0,2
296,1.0,0.0,0.0,0.0,1.0,0.0,0
297,1.0,0.0,0.0,0.0,0.0,1.0,0
298,0.0,1.0,0.0,0.0,0.0,1.0,0
299,1.0,0.0,0.0,0.0,0.0,1.0,0
300,0.0,1.0,0.0,1.0,0.0,0.0,2
301,0.0,1.0,0.0,0.0,1.0,0.0,3
302,0.0,1.0,0.0,0.0,0.0,1.0,4
303,0.0,1.0,0.0,0.0,0.0,1.0,4
304,0.0,1.0,0.0,0.0,1.0,0.0,4
305,1.0,0.0,0.0,0.0,1.0,0.0,0
306,0.0,1.0,0.0,0.0,1.0,0.0,4
307,0.0,1.0,0.0,0.0,0.0,1.0,0
308,1.0,0.0,0.0,0.0,1.0,0.0,0
309,1.0,0.0,0.0,0.0,1.0,0.0,0
310,1.0,0.0,0.0,0.0,1.0,0.0,3
311,0.0,1.0,0.0,0.0,1.0,0.0,0
312,0.0,1.0,0.0,1.0,0.0,0.0,4
313,1.0,0.0,1.0,0.0,0.0,0.0,4
314,1.0,0.0,0.0,0.0,0.0,1.0,0
315,0.0,1.0,0.0,0.0,1.0,0.0,0
316,1.0,0.0,0.0,0.0,1.0,0.0,4
317,0.0,1.0,0.0,0.0,0.0,1.0,0
318,1.0,0.0,1.0,0.0,0.0,0.0,4
319,0.0,1.0,0.0,0.0,0.0,1.0,4
320,0.0,1.0,0.0,0.0,0.0,1.0,3
321,1.0,0.0,0.0,1.0,0.0,0.0,4
322,1.0,0.0,1.0,0.0,0.0,0.0,4
323,0.0,1.0,0.0,0.0,1.0,0.0,0
324,0.0,1.0,0.0,0.0,1.0,0.0,3
325,0.0,1.0,0.0,0.0,1.0,0.0,0
326,1.0,0.0,0.0,1.0,0.0,0.0,4
327,0.0,1.0,0.0,0.0,0.0,1.0,0
328,0.0,1.0,0.0,0.0,0.0,1.0,0
329,0.0,1.0,0.0,0.0,1.0,0.0,0
330,1.0,0.0,0.0,0.0,0.0,0.0,4
331,0.0,1.0,0.0,0.0,0.0,1.0,0
332,1.0,0.0,0.0,0.0,0.0,1.0,0
333,1.0,0.0,0.0,0.0,1.0,0.0,3
334,0.0,1.0,0.0,0.0,0.0,1.0,4
335,0.0,1.0,0.0,0.0,1.0,0.0,0
336,1.0,0.0,0.0,1.0,0.0,0.0,4
337,0.0,1.0,0.0,1.0,0.0,0.0,4
338,0.0,1.0,0.0,0.0,0.0,1.0,0
339,1.0,0.0,1.0,0.0,0.0,0.0,4
340,1.0,0.0,0.0,1.0,0.0,0.0,4
341,1.0,0.0,1.0,0.0,0.0,0.0,4
342,1.0,0.0,1.0,0.0,0.0,0.0,0
343,0.0,1.0,1.0,0.0,0.0,0.0,3
344,0.0,1.0,0.0,0.0,1.0,0.0,0
345,1.0,0.0,0.0,1.0,0.0,0.0,4
346,1.0,0.0,0.0,0.0,0.0,1.0,0
347,1.0,0.0,0.0,1.0,0.0,0.0,4
348,1.0,0.0,0.0,0.0,0.0,1.0,0
349,0.0,1.0,0.0,0.0,1.0,0.0,0
350,0.0,1.0,0.0,0.0,0.0,1.0,3
351,1.0,0.0,1.0,0.0,0.0,0.0,4
352,1.0,0.0,0.0,0.0,0.0,1.0,0
353,0.0,1.0,0.0,0.0,0.0,1.0,0
354,0.0,1.0,0.0,0.0,1.0,0.0,4
355,0.0,1.0,0.0,0.0,0.0,1.0,0
356,1.0,0.0,0.0,1.0,0.0,0.0,4
357,0.0,1.0,0.0,0.0,1.0,0.0,3
358,1.0,0.0,0.0,0.0,0.0,1.0,0
359,0.0,1.0,0.0,0.0,0.0,1.0,0
360,0.0,1.0,0.0,0.0,0.0,1.0,4
361,1.0,0.0,0.0,0.0,1.0,0.0,0
362,1.0,0.0,0.0,0.0,1.0,0.0,2
363,0.0,1.0,1.0,0.0,0.0,0.0,4
364,1.0,0.0,0.0,0.0,0.0,1.0,4
365,0.0,1.0,0.0,0.0,0.0,1.0,0
366,0.0,1.0,1.0,0.0,0.0,0.0,3
367,0.0,1.0,0.0,0.0,0.0,1.0,0
368,0.0,1.0,0.0,0.0,1.0,0.0,4
369,1.0,0.0,0.0,0.0,0.0,1.0,0
370,0.0,1.0,0.0,0.0,0.0,0.0,4
371,0.0,1.0,0.0,0.0,0.0,1.0,3
372,1.0,0.0,0.0,0.0,0.0,1.0,0
373,0.0,1.0,0.0,0.0,1.0,0.0,2
374,0.0,1.0,0.0,0.0,1.0,0.0,3
375,0.0,1.0,0.0,0.0,1.0,0.0,4
376,1.0,0.0,0.0,0.0,1.0,0.0,0
377,0.0,1.0,0.0,0.0,0.0,1.0,3
378,0.0,1.0,0.0,0.0,0.0,1.0,0
379,0.0,1.0,0.0,0.0,1.0,0.0,0
380,1.0,0.0,0.0,0.0,1.0,0.0,0
381,1.0,0.0,0.0,0.0,1.0,0.0,0
382,0.0,1.0,0.0,1.0,0.0,0.0,4
383,1.0,0.0,0.0,0.0,1.0,0.0,4
384,0.0,1.0,0.0,0.0,0.0,1.0,4
385,0.0,1.0,0.0,1.0,0.0,0.0,2
386,1.0,0.0,0.0,1.0,0.0,0.0,4
387,1.0,0.0,0.0,0.0,0.0,0.0,4
388,1.0,0.0,1.0,0.0,0.0,0.0,4
389,0.0,1.0,0.0,0.0,0.0,1.0,4
390,0.0,1.0,0.0,0.0,1.0,0.0,0
391,1.0,0.0,0.0,1.0,0.0,0.0,4
392,0.0,1.0,0.0,0.0,1.0,0.0,0
393,0.0,1.0,0.0,1.0,0.0,0.0,3
394,0.0,1.0,0.0,0.0,1.0,0.0,0
395,1.0,0.0,1.0,0.0,0.0,0.0,2
396,0.0,1.0,0.0,0.0,1.0,0.0,0
397,1.0,0.0,0.0,0.0,1.0,0.0,4
398,0.0,1.0,0.0,0.0,1.0,0.0,4
399,0.0,1.0,0.0,1.0,0.0,0.0,3
400,0.0,1.0,0.0,0.0,1.0,0.0,4
401,1.0,0.0,0.0,1.0,0.0,0.0,4
402,0.0,1.0,0.0,0.0,0.0,1.0,0
403,0.0,1.0,0.0,0.0,1.0,0.0,4
404,0.0,1.0,0.0,0.0,0.0,1.0,3
405,0.0,1.0,0.0,0.0,1.0,0.0,0
406,0.0,1.0,0.0,0.0,0.0,1.0,0
407,0.0,1.0,0.0,0.0,1.0,0.0,0
408,0.0,1.0,0.0,0.0,1.0,0.0,0
409,0.0,1.0,1.0,0.0,0.0,0.0,4
410,0.0,1.0,0.0,0.0,0.0,1.0,0
411,0.0,1.0,0.0,0.0,0.0,1.0,3
412,1.0,0.0,0.0,1.0,0.0,0.0,0
413,0.0,1.0,0.0,0.0,0.0,1.0,3
414,0.0,1.0,0.0,0.0,1.0,0.0,3
415,0.0,1.0,0.0,0.0,1.0,0.0,0
416,1.0,0.0,0.0,0.0,0.0,1.0,2
417,1.0,0.0,0.0,0.0,1.0,0.0,4
418,0.0,1.0,1.0,0.0,0.0,0.0,2
419,1.0,0.0,1.0,0.0,0.0,0.0,2
420,1.0,0.0,0.0,0.0,1.0,0.0,0
421,0.0,1.0,0.0,0.0,1.0,0.0,0
422,0.0,1.0,0.0,0.0,1.0,0.0,3
423,1.0,0.0,1.0,0.0,0.0,0.0,4
424,1.0,0.0,0.0,0.0,1.0,0.0,0
425,1.0,0.0,0.0,0.0,0.0,1.0,0
426,0.0,1.0,0.0,0.0,0.0,1.0,0
427,0.0,1.0,0.0,0.0,0.0,1.0,0
428,0.0,1.0,1.0,0.0,0.0,0.0,3
429,1.0,0.0,0.0,0.0,0.0,1.0,0
430,1.0,0.0,0.0,0.0,1.0,0.0,0
431,1.0,0.0,0.0,0.0,0.0,1.0,4
432,1.0,0.0,0.0,0.0,0.0,1.0,0
433,1.0,0.0,1.0,0.0,0.0,0.0,4
434,1.0,0.0,0.0,0.0,0.0,1.0,0
435,1.0,0.0,0.0,0.0,0.0,1.0,0
436,1.0,0.0,0.0,0.0,1.0,0.0,4
437,1.0,0.0,1.0,0.0,0.0,0.0,4
438,0.0,1.0,0.0,0.0,0.0,1.0,2
439,0.0,1.0,0.0,1.0,0.0,0.0,4
440,0.0,1.0,0.0,0.0,0.0,1.0,3
441,0.0,1.0,0.0,0.0,1.0,0.0,0
442,0.0,1.0,0.0,1.0,0.0,0.0,3
443,0.0,1.0,0.0,1.0,0.0,0.0,0
444,1.0,0.0,0.0,0.0,1.0,0.0,0
445,0.0,1.0,0.0,0.0,1.0,0.0,3
446,0.0,1.0,0.0,1.0,0.0,0.0,3
447,1.0,0.0,0.0,0.0,0.0,1.0,3
448,0.0,1.0,0.0,1.0,0.0,0.0,4
449,0.0,1.0,0.0,1.0,0.0,0.0,2
450,0.0,1.0,0.0,0.0,1.0,0.0,3
451,0.0,1.0,0.0,0.0,0.0,1.0,3
452,1.0,0.0,0.0,0.0,0.0,1.0,0
453,0.0,1.0,0.0,0.0,1.0,0.0,3
454,1.0,0.0,1.0,0.0,0.0,0.0,0
455,0.0,1.0,0.0,0.0,1.0,0.0,0
456,0.0,1.0,1.0,0.0,0.0,0.0,4
457,0.0,1.0,0.0,0.0,1.0,0.0,2
458,1.0,0.0,0.0,0.0,0.0,0.0,4
459,1.0,0.0,1.0,0.0,0.0,0.0,4
460,0.0,1.0,0.0,0.0,0.0,1.0,3
461,1.0,0.0,0.0,0.0,1.0,0.0,0
462,1.0,0.0,0.0,0.0,1.0,0.0,0
463,1.0,0.0,0.0,0.0,1.0,0.0,2
464,0.0,1.0,0.0,0.0,0.0,0.0,4
465,0.0,1.0,0.0,0.0,1.0,0.0,3
466,0.0,1.0,0.0,0.0,0.0,1.0,3
467,0.0,1.0,0.0,0.0,0.0,1.0,3
468,1.0,0.0,1.0,0.0,0.0,0.0,4
469,0.0,1.0,0.0,0.0,1.0,0.0,3
470,0.0,1.0,0.0,0.0,1.0,0.0,4
471,0.0,1.0,0.0,0.0,1.0,0.0,0
472,0.0,1.0,0.0,0.0,1.0,0.0,3
473,1.0,0.0,0.0,0.0,0.0,0.0,4
474,1.0,0.0,0.0,1.0,0.0,0.0,2
475,0.0,1.0,0.0,0.0,0.0,1.0,0
476,1.0,0.0,0.0,0.0,0.0,1.0,3
477,0.0,1.0,0.0,0.0,1.0,0.0,3
478,0.0,1.0,0.0,1.0,0.0,0.0,3
479,0.0,1.0,0.0,0.0,0.0,1.0,3
480,1.0,0.0,0.0,0.0,1.0,0.0,3
481,0.0,1.0,0.0,0.0,0.0,1.0,3
482,1.0,0.0,0.0,0.0,0.0,1.0,0
483,1.0,0.0,0.0,0.0,0.0,0.0,4
484,1.0,0.0,0.0,1.0,0.0,0.0,0
485,0.0,1.0,0.0,0.0,1.0,0.0,0
486,1.0,0.0,0.0,0.0,0.0,1.0,0
487,1.0,0.0,0.0,1.0,0.0,0.0,4
488,0.0,1.0,0.0,0.0,1.0,0.0,4
489,1.0,0.0,0.0,0.0,1.0,0.0,0
490,0.0,1.0,0.0,0.0,0.0,1.0,0
491,1.0,0.0,1.0,0.0,0.0,0.0,4
492,0.0,1.0,0.0,0.0,1.0,0.0,3
493,0.0,1.0,1.0,0.0,0.0,0.0,4
494,0.0,1.0,0.0,0.0,0.0,1.0,3
495,0.0,1.0,0.0,0.0,0.0,1.0,0
